request_number,request_order_index,source_task_number,request_number_mapping,trace_id,search_decisions,visit_windows,authoritative_targets,top1_target_hits,top1_target_recall,top1_hit_visit_windows,top1_visit_window_coverage,top1_requested_candidates,top3_target_hits,top3_target_recall,top3_hit_visit_windows,top3_visit_window_coverage,top3_requested_candidates,top5_target_hits,top5_target_recall,top5_hit_visit_windows,top5_visit_window_coverage,top5_requested_candidates,runtime_policy,runtime_repetitions,runtime_selected_candidates_per_replay,runtime_selected_exact_candidates_per_replay,runtime_overlap_hits,runtime_target_observations,runtime_overall_hit_rate,runtime_source_counts,wrong_speculations_started,wrong_speculations_started_per_replay,wasted_speculative_service_ms_per_replay,physical_call_amplification_vs_demand_only,physical_calls_started_per_replay,extra_physical_calls_per_replay,baseline_authority_wait_ms_mean_per_request,pattern_authority_wait_ms_mean_per_request,pattern_runtime_overhead_ms_mean_per_request,pattern_conservative_latency_ms_mean_per_request,conservative_latency_benefit_ms_mean_per_request,conservative_authority_wait_speedup_fraction,conservative_authority_wait_speedup_ratio,authority_wait_benefit_repeat_min_ms,authority_wait_benefit_repeat_median_ms,authority_wait_benefit_repeat_max_ms,baseline_request_critical_path_proxy_ms_mean,pattern_request_critical_path_proxy_ms_mean,request_critical_path_benefit_ms_mean,request_critical_path_speedup_fraction,request_critical_path_speedup_ratio,request_critical_path_benefit_repeat_min_ms,request_critical_path_benefit_repeat_median_ms,request_critical_path_benefit_repeat_max_ms,request_critical_path_positive_repetitions,baseline_latency_ms,pattern_conservative_latency_ms,conservative_speedup_fraction,conservative_speedup_ratio,speedup_factor_min,speedup_factor_max,timing_status,cumulative_top1_target_recall,cumulative_top3_target_recall,cumulative_top5_target_recall,cumulative_runtime_overall_hit_rate,cumulative_request_critical_path_speedup_fraction
28,28,28,parsed_task_number,trace_20260129_163259_task28_传统的药物研究_即便是从多组学角度出发也难以系统地_宏观地解.jsonl,2,1,6,1,0.16666666666666666,1,1.0,2,3,0.5,1,1.0,6,5,0.8333333333333334,1,1.0,10,utility_global_risk_limited,8,0.0,0.0,0,48,0.0,"{""executed"":48}",0,0.0,0.0,1.0,6.0,0.0,64.64970434899442,64.68131874134997,0.8217462499999999,65.50306499134997,-0.853360642355554,-0.013199760941657384,0.9869722028661064,-1.4592904381033778,-1.143692559969753,0.5606336475449503,22.738468243915122,23.63028087364629,-0.8918126297311666,-0.03922043561442703,0.9622597533012922,-1.1868114926864202,-0.9064955049206311,-0.5560975516226883,0,22.738468243915122,23.63028087364629,-0.03922043561442703,0.9622597533012922,0.9502669138814004,0.9763105744282348,measured_isolated_trace_drained_wall_proxy,0.21782178217821782,0.46534653465346537,0.6138613861386139,0.04950495049504951,-0.09051655120579333
29,29,29,parsed_task_number,trace_20260129_163553_task29_50年代至今_中国大陆中国古代文学研究头部学者知识背景差异调.jsonl,2,0,0,,,,,1,,,,,3,,,,,5,utility_global_risk_limited,8,0.0,0.0,,,,,0,0.0,0.0,,0.0,0.0,,,0.823897625,,,,,,,,6.453426110965665,7.313806509216111,-0.8603803982504452,-0.1333214920968083,0.8823621602285647,-0.959097535257488,-0.8532445464760805,-0.821100442578345,0,6.453426110965665,7.313806509216111,-0.1333214920968083,0.8823621602285647,0.870401148108421,0.8871074720670494,measured_isolated_trace_drained_wall_proxy_no_authoritative_visit,0.21782178217821782,0.46534653465346537,0.6138613861386139,0.04950495049504951,-0.0908847161489849
30,30,30,parsed_task_number,trace_20260129_164054_task30_全球南方合作如何推动文明交流互鉴_从理论角度给出深入的学术分.jsonl,5,4,8,4,0.5,4,1.0,5,5,0.625,4,1.0,15,6,0.75,4,1.0,25,utility_global_risk_limited,8,1.0,1.0,8,64,0.125,"{""executed"":56,""promoted_inflight"":8}",0,0.0,0.0,1.0,8.0,0.0,64.12953750987072,61.16641409607837,2.094875625,63.26128972107837,0.8682477887923454,0.013538968508212087,1.0137247879804614,0.08925837543195492,0.9717663482093069,1.4854763041944508,48.136093879293185,47.48074275127444,0.6553511280187436,0.013614547322059665,1.0138024615885175,0.20810129493177243,0.7695667459599704,0.9349391926050217,8,48.136093879293185,47.48074275127444,0.013614547322059665,1.0138024615885175,1.0043366733868473,1.019807501712367,measured_isolated_trace_drained_wall_proxy,0.23853211009174313,0.47706422018348627,0.6238532110091743,0.05504587155963303,-0.08458476092481047
31,31,31,parsed_task_number,trace_20260129_164342_task31_选题_中外博物馆教育的现状与未来趋势_要求1_分别总结国内外.jsonl,2,0,0,,,,,1,,,,,3,,,,,5,utility_global_risk_limited,8,0.0,0.0,,,,,0,0.0,0.0,,0.0,0.0,,,0.821533,,,,,,,,6.434498245653231,7.276397878910675,-0.8418996332574444,-0.13084153590782038,0.8842971965981219,-0.9112085210171337,-0.8369404933427269,-0.7703255507175619,0,6.434498245653231,7.276397878910675,-0.13084153590782038,0.8842971965981219,0.8754583023685365,0.894169529634431,measured_isolated_trace_drained_wall_proxy_no_authoritative_visit,0.23853211009174313,0.47706422018348627,0.6238532110091743,0.05504587155963303,-0.08495455298175096
32,32,32,parsed_task_number,trace_20260129_164748_task32_收集整理目前中国历史学界对1937-1949年_抗日战争以及.jsonl,4,2,2,1,0.5,1,0.5,3,2,1.0,2,1.0,9,2,1.0,2,1.0,15,utility_global_risk_limited,8,0.0,0.0,0,16,0.0,"{""executed"":16}",0,0.0,0.0,1.0,2.0,0.0,10.50487286556745,10.533456894336268,1.652259,12.18571589433627,-1.6808430287688196,-0.16000603246501302,0.8620644824363541,-1.7261980540291963,-1.683248487916499,-1.6302160386417506,23.40350500162458,25.182655619913767,-1.7791506182891865,-0.07602069083949967,0.929350158889427,-1.9104709139117588,-1.7935489817080636,-1.6543140158081044,0,23.40350500162458,25.182655619913767,-0.07602069083949967,0.929350158889427,0.9242478369009036,0.9343180989522707,measured_isolated_trace_drained_wall_proxy,0.24324324324324326,0.4864864864864865,0.6306306306306306,0.05405405405405406,-0.08470212362979629
33,33,33,parsed_task_number,trace_20260129_165547_task33_在微电子工艺中_金属薄膜的生长可以使用多种设备_物理气相沉积.jsonl,8,1,1,1,1.0,1,1.0,8,1,1.0,1,1.0,24,1,1.0,1,1.0,40,utility_global_risk_limited,8,2.0,0.0,0,8,0.0,"{""executed"":8}",16,2.0,10.682674743293319,3.0,3.0,2.0,5.26106586039532,5.270907131489366,3.365117625,8.636024756489366,-3.3749588960940464,-0.641497176741378,0.6091999512208436,-3.5303719932988584,-3.3651945255607663,-3.2752170137005145,30.73407024203334,38.95988100771105,-8.225810765677707,-0.2676446920599442,0.7888645819002981,-8.463315011565683,-8.246782483863754,-7.945731035531608,0,30.73407024203334,38.95988100771105,-0.2676446920599442,0.7888645819002981,0.7836288360810906,0.7948930928778933,measured_isolated_trace_drained_wall_proxy,0.25,0.49107142857142855,0.6339285714285714,0.05357142857142857,-0.0912474538558988
34,34,34,parsed_task_number,trace_20260129_165954_task34_在二维半导体的接触领域_科研人员为了降低接触电阻做了许多努力.jsonl,3,0,0,,,,,2,,,,,6,,,,,10,utility_global_risk_limited,8,0.0,0.0,,,,,0,0.0,0.0,,0.0,0.0,,,1.232397,,,,,,,,9.58719650952844,10.87889849648524,-1.2917019869568005,-0.13473198193789132,0.8812653700763801,-1.327509164439439,-1.2933707787673168,-1.2260012320260696,0,9.58719650952844,10.87889849648524,-0.13473198193789132,0.8812653700763801,0.8780539343095777,0.8868385514066278,measured_isolated_trace_drained_wall_proxy_no_authoritative_visit,0.25,0.49107142857142855,0.6339285714285714,0.05357142857142857,-0.0917274115450603
35,35,35,parsed_task_number,trace_20260129_170520_task35_市政污水收集和处理大部分城市采取的模式是核拨制_但这种机制造.jsonl,5,3,8,0,0.0,0,0.0,5,2,0.25,2,0.6666666666666666,15,2,0.25,2,0.6666666666666666,25,utility_global_risk_limited,8,1.0,0.0,0,64,0.0,"{""executed"":64}",8,1.0,5.458662504679523,1.125,9.0,1.0,75.22366026387317,75.52401997963898,2.084923375,77.60894335463898,-2.3852830907658102,-0.03170921332993635,0.9692653579901725,-3.0545837955031394,-2.3768517962186486,-1.2129896096231043,42.928246621158905,45.41485263186339,-2.4866060107044845,-0.0579247047439124,0.945246855013246,-2.7973277596786588,-2.4434897627245604,-2.334036746530977,0,42.928246621158905,45.41485263186339,-0.0579247047439124,0.945246855013246,0.9387368024446769,0.948586304003664,measured_isolated_trace_drained_wall_proxy,0.23333333333333334,0.475,0.6083333333333333,0.05,-0.09013549221622696
36,36,36,parsed_task_number,trace_20260129_170942_task36_制造业离散制造_单件小批_基本上靠人的技能才能完成的_为我调.jsonl,6,0,0,,,,,6,,,,,18,,,,,30,utility_global_risk_limited,8,0.0,0.0,,,,,0,0.0,0.0,,0.0,0.0,,,2.4701982499999997,,,,,,,,19.053839874686673,21.66132587131936,-2.607485996632686,-0.13684832106187544,0.8796248201923261,-2.688621495108901,-2.6207910310047104,-2.45306347329527,0,19.053839874686673,21.66132587131936,-0.13684832106187544,0.8796248201923261,0.8762762478488569,0.8863082199416208,measured_isolated_trace_drained_wall_proxy_no_authoritative_visit,0.23333333333333334,0.475,0.6083333333333333,0.05,-0.09109193857900628
37,37,37,parsed_task_number,trace_20260129_171332_task37_调研问题_爵士钢琴在现代音乐创作中的创新与风格演变研究__背.jsonl,6,2,6,1,0.16666666666666666,1,0.5,6,3,0.5,2,1.0,18,3,0.5,2,1.0,30,utility_global_risk_limited,8,1.0,0.0,0,48,0.0,"{""executed"":48}",8,1.0,5.33332176564727,1.1666666666666667,7.0,1.0,53.74454414413776,53.57262725010514,2.5040109999999998,56.07663825010514,-2.3320941059673785,-0.043392201815181906,0.9584123767268983,-3.199883471996724,-2.1893754917027355,-1.8797425423316954,40.64369826664915,45.47652736488156,-4.832829098232409,-0.11890721819963085,0.8937291526361251,-5.032314428318145,-4.803028485694753,-4.715475461635592,0,40.64369826664915,45.47652736488156,-0.11890721819963085,0.8937291526361251,0.8897664757838255,0.8962423103230813,measured_isolated_trace_drained_wall_proxy,0.23015873015873015,0.47619047619047616,0.6031746031746031,0.047619047619047616,-0.09225593920740874
38,38,38,parsed_task_number,trace_20260129_171620_task38_收集针对近三年内珠宝设计流行趋势变化_如高奢类品牌珠宝以及高.jsonl,2,0,0,,,,,1,,,,,3,,,,,5,utility_global_risk_limited,8,1.0,0.0,,,,,8,1.0,5.318644369253889,,1.0,1.0,,,0.839602875,,,,,,,,6.426745254429989,9.642626628362368,-3.2158813739323797,-0.5003903603796426,0.6664932183028494,-3.3121875132445986,-3.199778973964303,-3.16957152625665,0,6.426745254429989,9.642626628362368,-0.5003903603796426,0.6664932183028494,0.6597301917088645,0.671388935140071,measured_isolated_trace_drained_wall_proxy_no_authoritative_visit,0.23015873015873015,0.47619047619047616,0.6031746031746031,0.047619047619047616,-0.09493885209671704
39,39,39,parsed_task_number,trace_20260129_172022_task39_我是一名游戏开发_帮我分析一下不同类型游戏的用户群体画像.jsonl,8,0,0,,,,,8,,,,,24,,,,,40,utility_global_risk_limited,8,0.0,0.0,,,,,0,0.0,0.0,,0.0,0.0,,,3.3007493749999997,,,,,,,,25.39143487229012,28.93669486433977,-3.545259992049651,-0.13962424769931464,0.877482206980775,-4.279059984353481,-3.414466031924931,-3.38549299408227,0,25.39143487229012,28.93669486433977,-0.13962424769931464,0.877482206980775,0.855677308771342,0.8825952622816601,measured_isolated_trace_drained_wall_proxy_no_authoritative_visit,0.23015873015873015,0.47619047619047616,0.6031746031746031,0.047619047619047616,-0.09607002698107381
40,40,40,parsed_task_number,trace_20260129_172402_task40_中国当前的刑罚体系中_死刑_死刑缓期执行_终身监禁的数量_比.jsonl,6,2,6,0,0.0,0,0.0,6,1,0.16666666666666666,1,0.5,18,2,0.3333333333333333,2,1.0,30,utility_global_risk_limited,8,1.0,0.0,0,48,0.0,"{""executed"":48}",8,1.0,5.3419278701767325,1.1666666666666667,7.0,1.0,53.82964974705828,53.737416623334866,2.5121712499999997,56.24958787333487,-2.419938126276584,-0.04495548712740473,0.9569785625500777,-3.340072423597574,-2.507976962252602,-1.4989274299559887,40.6702258696896,45.646293136597464,-4.976067266907862,-0.12235160146028073,0.8909863884890525,-5.2968465357123335,-4.991960512198361,-4.657361515056195,0,40.6702258696896,45.646293136597464,-0.12235160146028073,0.8909863884890525,0.8844293886380445,0.8973521745178586,measured_isolated_trace_drained_wall_proxy,0.2196969696969697,0.4621212121212121,0.5909090909090909,0.045454545454545456,-0.09709412934741095
41,41,41,parsed_task_number,trace_20260129_172730_task41_收集整理目前中国电影票房前十的电影的相关资料_横向比较各电影.jsonl,3,1,1,1,1.0,1,1.0,2,1,1.0,1,1.0,6,1,1.0,1,1.0,10,utility_global_risk_limited,8,0.0,0.0,0,8,0.0,"{""executed"":8}",0,0.0,0.0,1.0,1.0,0.0,5.370973107346799,5.257399134279694,1.240249875,6.497649009279694,-1.1266759019328951,-0.2097712796945022,0.8266025295728009,-1.246268318931788,-1.2287002528960256,-0.4342672759182751,15.069626744661946,16.24738200396711,-1.1777552593051652,-0.07815424225569202,0.927511074767763,-1.3870102577860663,-1.284552754696385,-0.38543528560727935,0,15.069626744661946,16.24738200396711,-0.07815424225569202,0.927511074767763,0.9149760917189893,0.9763188103294755,measured_isolated_trace_drained_wall_proxy,0.22556390977443608,0.46616541353383456,0.5939849624060151,0.045112781954887216,-0.09682456054868871
42,42,42,parsed_task_number,trace_20260129_173246_task42_中共中央_国务院2025年印发的_教育强国建设规划纲要_20.jsonl,7,1,4,0,0.0,0,0.0,7,2,0.5,1,1.0,21,3,0.75,1,1.0,35,utility_global_risk_limited,8,0.0,0.0,0,32,0.0,"{""executed"":32}",0,0.0,0.0,1.0,4.0,0.0,32.531179385841824,32.20406622131122,2.8836955,35.087761721311225,-2.5565823354694004,-0.07858867657844808,0.927137491534075,-2.8285893154777586,-2.5603126850922853,-2.202766271198362,33.29993435909273,36.180307006956525,-2.880372647863794,-0.0864978476174471,0.9203883856676514,-3.1786523274187743,-2.8379762467504293,-2.6917842430104315,0,33.29993435909273,36.180307006956525,-0.0864978476174471,0.9203883856676514,0.9128695738194712,0.9253023969044581,measured_isolated_trace_drained_wall_proxy,0.21897810218978103,0.46715328467153283,0.5985401459854015,0.043795620437956206,-0.09650967939824436
43,43,43,parsed_task_number,trace_20260129_173617_task43_软件行业未来趋势和被AI替代的可能性.jsonl,6,3,3,1,0.3333333333333333,1,0.3333333333333333,6,2,0.6666666666666666,2,0.6666666666666666,18,2,0.6666666666666666,2,0.6666666666666666,30,utility_global_risk_limited,8,0.0,0.0,0,24,0.0,"{""executed"":24}",0,0.0,0.0,1.0,3.0,0.0,15.770119738590438,15.75216362834908,2.47034875,18.22251237834908,-2.452392639758642,-0.15550881543134318,0.8654196200370027,-2.539807473777473,-2.4753039947348383,-2.295189556811422,35.076575237326324,37.59874624353027,-2.5221710062039477,-0.07190471102549399,0.9329187470808832,-2.642276497281941,-2.559251010607781,-2.2444855172222873,0,35.076575237326324,37.59874624353027,-0.07190471102549399,0.9329187470808832,0.9298732715049827,0.9402029216537435,measured_isolated_trace_drained_wall_proxy,0.22142857142857142,0.4714285714285714,0.6,0.04285714285714286,-0.09574399196892307
44,44,44,parsed_task_number,trace_20260129_173840_task44_国内城市轨道交通行业_主要指地铁_每年的碳滑板用量是多少_主.jsonl,5,3,3,1,0.3333333333333333,1,0.3333333333333333,4,1,0.3333333333333333,1,0.3333333333333333,12,1,0.3333333333333333,1,0.3333333333333333,20,utility_global_risk_limited,8,1.0,1.0,8,24,0.3333333333333333,"{""executed"":16,""promoted_inflight"":8}",0,0.0,0.0,1.0,3.0,0.0,15.778984648932237,12.698219106823672,2.0793606249999996,14.777579731823671,1.001404917108566,0.06346447121845264,1.0677651506729502,0.9312752527693511,0.9999647827709914,1.0644023408788148,31.95034887176007,31.14463587414073,0.8057129976193416,0.025217658838507597,1.0258700406989931,0.6082222112424667,0.8114702955324198,1.0149582535929973,8,31.95034887176007,31.14463587414073,0.025217658838507597,1.0258700406989931,1.0194559069376625,1.032741694920727,measured_isolated_trace_drained_wall_proxy,0.22377622377622378,0.46853146853146854,0.5944055944055944,0.04895104895104895,-0.09240976087413687
45,45,45,parsed_task_number,trace_20260129_174348_task45_分析_老子_历代注本中_神_的发展.jsonl,3,1,1,0,0.0,0,0.0,3,0,0.0,0,0.0,9,0,0.0,0,0.0,15,utility_global_risk_limited,8,0.0,0.0,0,8,0.0,"{""executed"":8}",0,0.0,0.0,1.0,1.0,0.0,5.26197850558674,5.2580427582142875,1.237918375,6.495961133214287,-1.2339826276275474,-0.23450924900537037,0.810038483555865,-1.31526826838544,-1.228500700305447,-1.1731033179726003,14.949522003007587,16.228969516560362,-1.2794475135527748,-0.08558450987900294,0.9211627385061509,-1.498067273387612,-1.2681542596331994,-1.1407622826303552,0,14.949522003007587,16.228969516560362,-0.08558450987900294,0.9211627385061509,0.9085737299086174,0.9293893778324563,measured_isolated_trace_drained_wall_proxy,0.2222222222222222,0.4652777777777778,0.5902777777777778,0.04861111111111111,-0.09232285424675786
46,46,46,parsed_task_number,trace_20260129_175319_task46_房地产行业可持续发展的动力是什么_未来10年国家在政策_资金.jsonl,7,2,5,1,0.2,1,0.5,7,2,0.4,1,0.5,21,3,0.6,1,0.5,35,utility_global_risk_limited,8,0.0,0.0,0,40,0.0,"{""executed"":40}",0,0.0,0.0,1.0,5.0,0.0,37.491228722501546,37.56184249505168,2.8777625,40.43960499505168,-2.948376272550135,-0.07864176163371711,0.9270918627194576,-3.449485209308058,-2.904891313298017,-2.5212672577198445,38.4940306248609,41.49972612017717,-3.0056954953162744,-0.07808211939684702,0.9275731245403351,-3.2561442446005344,-2.9816327829886973,-2.837104208678454,0,38.4940306248609,41.49972612017717,-0.07808211939684702,0.9275731245403351,0.9220023621272451,0.9313956356594666,measured_isolated_trace_drained_wall_proxy,0.2214765100671141,0.46308724832214765,0.5906040268456376,0.04697986577181208,-0.0918707672350675
47,47,47,parsed_task_number,trace_20260129_175644_task47_2025_年_有哪些因素影响着旅客选择前往不同目的地旅游.jsonl,4,4,10,1,0.1,1,0.25,4,3,0.3,1,0.25,12,5,0.5,2,0.5,20,utility_global_risk_limited,8,0.0,0.0,0,80,0.0,"{""executed"":80}",0,0.0,0.0,1.0,10.0,0.0,85.94643577816896,85.76959027413977,1.6572218749999998,87.42681214913978,-1.4803763709708164,-0.017224406778097518,0.9830672497992324,-2.0380901813304124,-1.5222865248249917,-0.8873217782259581,45.302018377697095,46.953956014816704,-1.6519376371196088,-0.036464989779194566,0.964817924253319,-1.8982690165774514,-1.6395375354239334,-1.4373099769489457,0,45.302018377697095,46.953956014816704,-0.036464989779194566,0.964817924253319,0.9595459461715539,0.9694200414549213,measured_isolated_trace_drained_wall_proxy,0.2138364779874214,0.4528301886792453,0.5849056603773585,0.0440251572327044,-0.08987532527560813
48,48,48,parsed_task_number,trace_20260129_175815_task48_我今年五十三岁_体重一百六十斤_为我提供一份两周的食谱_包含.jsonl,5,2,2,1,0.5,1,0.5,5,1,0.5,1,0.5,15,1,0.5,1,0.5,25,utility_global_risk_limited,8,0.0,0.0,0,16,0.0,"{""executed"":16}",0,0.0,0.0,1.0,2.0,0.0,10.511912987567484,10.51737648958806,2.059128875,12.576505364588058,-2.064592377020574,-0.19640501015013942,0.8358373556748211,-2.1603528416600524,-2.062064222577348,-1.9974486988506315,26.586257517919876,28.720809982103017,-2.134552464183141,-0.08028781270716247,0.9256792386595901,-2.314334675672651,-2.1039976840868597,-2.015903707130999,0,26.586257517919876,28.720809982103017,-0.08028781270716247,0.9256792386595901,0.9196341494058152,0.9295320369126404,measured_isolated_trace_drained_wall_proxy,0.21739130434782608,0.453416149068323,0.5838509316770186,0.043478260869565216,-0.08967687758823034
49,49,49,parsed_task_number,trace_20260129_180023_task49_为我调研全球范围内_20-30岁的女性对口腔正畸和医美的共同.jsonl,2,0,0,,,,,2,,,,,6,,,,,10,utility_global_risk_limited,8,0.0,0.0,,,,,0,0.0,0.0,,0.0,0.0,,,0.826510875,,,,,,,,6.462155863118824,7.319684253331534,-0.8575283902127104,-0.1327000475347313,0.8828462594103825,-0.9761095390667016,-0.8284294855792815,-0.8016944740910823,0,6.462155863118824,7.319684253331534,-0.1327000475347313,0.8828462594103825,0.8683398033874817,0.8899918176451204,measured_isolated_trace_drained_wall_proxy_no_authoritative_visit,0.21739130434782608,0.453416149068323,0.5838509316770186,0.043478260869565216,-0.08989224661021128
50,50,50,parsed_task_number,trace_20260129_181515_task50_收集整理有关孩子身心健康成长的相关资料_比如怎样合理安排学习.jsonl,4,3,10,1,0.1,1,0.3333333333333333,4,3,0.3,2,0.6666666666666666,12,3,0.3,2,0.6666666666666666,20,utility_global_risk_limited,8,1.0,0.0,0,80,0.0,"{""executed"":80}",8,1.0,5.3371914982562885,1.1,11.0,1.0,86.04785160423489,86.00639997894177,1.682424,87.68882397894177,-1.6409723747068767,-0.019070463051817966,0.981286413704203,-2.7295439308552742,-1.5972769137128142,-0.8387390251970885,45.37763051484944,49.30135374195181,-3.9237232271023643,-0.0864682263614086,0.9204134789555776,-4.379578015117495,-3.920853975045084,-3.5600029735849787,0,45.37763051484944,49.30135374195181,-0.0864682263614086,0.9204134789555776,0.9117130884534268,0.9276686418692032,measured_isolated_trace_drained_wall_proxy,0.21052631578947367,0.4444444444444444,0.5672514619883041,0.04093567251461988,-0.08977597395818614
51,51,51,parsed_task_number,trace_20260129_181716_task51_From_2020_to_2050__how_many_el.jsonl,5,3,3,3,1.0,3,1.0,5,3,1.0,3,1.0,15,3,1.0,3,1.0,25,utility_global_risk_limited,8,0.0,0.0,0,24,0.0,"{""executed"":24}",0,0.0,0.0,1.0,3.0,0.0,15.811863369890489,15.78948603128083,2.0768739999999997,17.86636003128083,-2.054496661390342,-0.1299338739103063,0.8850075416708674,-2.261530902939051,-2.023656752893075,-1.9698188270575998,31.961376866092905,34.27660863095959,-2.315231764866688,-0.07243842386911888,0.9324544680077974,-3.6337057231023877,-2.135313754904267,-2.057330797895041,0,31.961376866092905,34.27660863095959,-0.07243842386911888,0.9324544680077974,0.8983833038423961,0.9394809075587078,measured_isolated_trace_drained_wall_proxy,0.22413793103448276,0.4540229885057471,0.5747126436781609,0.040229885057471264,-0.08937098100271015
52,52,52,parsed_task_number,trace_20260129_182104_task52_What_are_the_investment_philos.jsonl,1,1,3,1,0.3333333333333333,1,1.0,1,3,1.0,1,1.0,3,3,1.0,1,1.0,5,utility_global_risk_limited,8,0.0,0.0,0,24,0.0,"{""executed"":24}",0,0.0,0.0,1.0,3.0,0.0,21.350742514187004,21.30526100518182,0.425793875,21.73105488018182,-0.3803123659948149,-0.017812606083470274,0.9824991300196084,-0.42795270985695716,-0.4103607847701758,-0.25148368400955196,14.034092491783667,14.453700981988236,-0.4196084902045687,-0.02989922507994234,0.9709687857298644,-0.4656937436206636,-0.42502722325794373,-0.3823477655655143,0,14.034092491783667,14.453700981988236,-0.02989922507994234,0.9709687857298644,0.9679285318858633,0.9734769410279719,measured_isolated_trace_drained_wall_proxy,0.22598870056497175,0.4632768361581921,0.5819209039548022,0.03954802259887006,-0.08876717488963728
53,53,53,parsed_task_number,trace_20260129_182252_task53_Researching_how_the_world_s_we.jsonl,5,1,1,0,0.0,0,0.0,4,0,0.0,0,0.0,12,0,0.0,0,0.0,20,utility_global_risk_limited,8,0.0,0.0,0,8,0.0,"{""executed"":8}",0,0.0,0.0,1.0,1.0,0.0,5.2783506325795315,5.277850868878886,2.0718374999999996,7.349688368878885,-2.0713377362993537,-0.39242139836532425,0.7181733928923963,-2.115138773777455,-2.0787742537039664,-2.0131807283549903,21.32215374876978,23.43911012437027,-2.116956375600491,-0.09928435938243964,0.9096827326477964,-2.1856887601345782,-2.11192722642161,-2.050587789624185,0,21.32215374876978,23.43911012437027,-0.09928435938243964,0.9096827326477964,0.9068237816378591,0.9127222334620756,measured_isolated_trace_drained_wall_proxy,0.2247191011235955,0.4606741573033708,0.5786516853932584,0.03932584269662921,-0.08892694112247385
54,54,54,parsed_task_number,trace_20260129_182409_task54_In_the_field_of_FinTech__machi.jsonl,1,1,4,1,0.25,1,1.0,1,3,0.75,1,1.0,3,3,0.75,1,1.0,5,utility_global_risk_limited,8,0.0,0.0,0,32,0.0,"{""executed"":32}",0,0.0,0.0,1.0,4.0,0.0,32.198092369071674,32.2786262477166,0.41672325,32.6953494977166,-0.4972571286449252,-0.01544368290348072,0.9847911970269762,-0.8424747637572287,-0.41771425824892516,-0.2616817413713038,14.174826741509605,14.642817017459906,-0.4679902759503012,-0.03301559055955422,0.968039600891531,-0.6271147632046041,-0.4347527920740095,-0.35406483775064324,0,14.174826741509605,14.642817017459906,-0.03301559055955422,0.968039600891531,0.9575482966632657,0.9756151136786246,measured_isolated_trace_drained_wall_proxy,0.22527472527472528,0.46703296703296704,0.5824175824175825,0.038461538461538464,-0.08836794564430003
55,55,55,parsed_task_number,trace_20260129_182954_task55_While_the_market_features_dive.jsonl,1,0,0,,,,,1,,,,,3,,,,,5,utility_global_risk_limited,8,0.0,0.0,,,,,0,0.0,0.0,,0.0,0.0,,,0.41239987499999997,,,,,,,,3.2673567620804533,3.691621625051498,-0.4242648629710448,-0.12984956766732106,0.8850735784805339,-0.4545417378662524,-0.42159122503422175,-0.39801773354470704,0,3.2673567620804533,3.691621625051498,-0.12984956766732106,0.8850735784805339,0.878179859399697,0.892271425714158,measured_isolated_trace_drained_wall_proxy_no_authoritative_visit,0.22527472527472528,0.46703296703296704,0.5824175824175825,0.038461538461538464,-0.08846332252967941
56,56,56,parsed_task_number,trace_20260129_183321_task56_Is_there_a_general_method_for.jsonl,2,2,2,0,0.0,0,0.0,2,0,0.0,0,0.0,6,1,0.5,1,0.5,10,utility_global_risk_limited,8,2.0,0.0,0,16,0.0,"{""executed"":16}",16,2.0,10.932826378848404,2.0,4.0,2.0,10.507742619665805,10.912129233474843,0.860114875,11.772244108474844,-1.2645014888090387,-0.12033997544272318,0.8925861987606319,-1.4017314435706734,-1.2574535430995373,-1.1948364365663529,17.076728225219995,18.60998986757014,-1.5332616423501442,-0.08978661615553067,0.9176108287397827,-1.6765634756547207,-1.5136700350803132,-1.4302355231729145,0,17.076728225219995,18.60998986757014,-0.08978661615553067,0.9176108287397827,0.9104014008041964,0.9227820718105625,measured_isolated_trace_drained_wall_proxy,0.22282608695652173,0.46195652173913043,0.5815217391304348,0.03804347826086957,-0.08847903570421038
57,57,57,parsed_task_number,trace_20260129_184006_task57_Summarize_the_global_investmen.jsonl,4,0,0,,,,,3,,,,,9,,,,,15,utility_global_risk_limited,8,0.0,0.0,,,,,0,0.0,0.0,,0.0,0.0,,,1.64706975,,,,,,,,12.758923730871174,14.527680992954465,-1.768757262083291,-0.1386290332470324,0.8782491670252747,-1.9440830441215624,-1.7578225164232393,-1.6196900036209811,0,12.758923730871174,14.527680992954465,-0.1386290332470324,0.8782491670252747,0.8676460908240886,0.8877838014715419,measured_isolated_trace_drained_wall_proxy_no_authoritative_visit,0.22282608695652173,0.46195652173913043,0.5815217391304348,0.03804347826086957,-0.08892004929634582
58,58,58,parsed_task_number,trace_20260129_184801_task58_Exploring_Horizontal_Gene_Tran.jsonl,0,0,0,,,,,0,,,,,0,,,,,0,utility_global_risk_limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_applicable_no_search_decision,0.22282608695652173,0.46195652173913043,0.5815217391304348,0.03804347826086957,-0.08892004929634582
